,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
1352,23,30000,RENT,,VENTURE,A,1000,7.49,0,0.03,N,3
27283,28,61500,RENT,2.0,MEDICAL,B,15000,10.37,0,0.24,N,6
22993,27,40000,RENT,11.0,VENTURE,B,8000,11.99,0,0.2,N,7
30589,40,32000,RENT,2.0,DEBTCONSOLIDATION,D,8000,14.96,1,0.25,Y,17
11611,22,75000,MORTGAGE,6.0,MEDICAL,B,25000,9.25,0,0.33,N,2
7742,24,33198,RENT,3.0,MEDICAL,C,7000,14.27,1,0.21,N,3
25850,30,90722,MORTGAGE,6.0,VENTURE,A,10000,6.91,0,0.11,N,8
25336,34,25200,RENT,,VENTURE,A,3000,7.66,0,0.12,N,8
7230,24,52000,MORTGAGE,6.0,VENTURE,A,9000,5.79,0,0.17,N,2
27187,34,125000,MORTGAGE,4.0,MEDICAL,A,12000,8.94,0,0.1,N,9
9957,23,53664,RENT,1.0,DEBTCONSOLIDATION,B,9000,12.21,0,0.17,N,4
17307,22,62000,MORTGAGE,2.0,PERSONAL,D,7500,13.87,0,0.12,Y,3
30121,41,47000,MORTGAGE,19.0,DEBTCONSOLIDATION,A,7200,7.51,0,0.15,N,16
13845,25,96500,MORTGAGE,0.0,PERSONAL,A,10000,6.17,0,0.1,N,2
21241,29,46000,MORTGAGE,3.0,VENTURE,B,6000,11.49,0,0.13,N,5
13514,25,93000,MORTGAGE,1.0,VENTURE,A,12000,6.62,0,0.13,N,2
18034,29,70000,RENT,3.0,PERSONAL,D,25000,14.83,1,0.36,N,6
29440,40,27040,MORTGAGE,7.0,EDUCATION,B,6925,9.99,0,0.26,N,15
5753,21,46002,MORTGAGE,4.0,VENTURE,D,4000,,0,0.09,Y,3
24510,34,58000,RENT,11.0,PERSONAL,B,10000,10.65,0,0.17,N,9
16722,22,100000,MORTGAGE,6.0,EDUCATION,B,3000,11.49,0,0.03,N,4
21314,33,25200,RENT,0.0,MEDICAL,B,5500,9.88,0,0.22,N,7
18517,28,44000,RENT,3.0,MEDICAL,E,19000,16.82,1,0.43,N,8
31034,46,60350,RENT,3.0,PERSONAL,A,10000,8.94,0,0.17,N,17
3335,23,36000,MORTGAGE,3.0,VENTURE,B,4800,10.38,0,0.13,N,4
21109,30,54000,RENT,2.0,VENTURE,E,5000,15.13,1,0.09,N,9
8747,22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4
3909,23,41004,RENT,1.0,MEDICAL,A,4000,7.68,0,0.1,N,4
14811,23,115000,MORTGAGE,3.0,EDUCATION,B,13000,11.83,0,0.11,N,4
6290,22,32496,RENT,4.0,PERSONAL,C,6000,13.04,0,0.18,N,4
26425,27,101000,MORTGAGE,1.0,PERSONAL,D,20000,,0,0.2,N,8
7101,24,51500,MORTGAGE,2.0,VENTURE,A,6300,5.79,0,0.12,N,3
10791,24,70000,MORTGAGE,4.0,EDUCATION,B,21000,11.99,0,0.3,N,4
23086,31,50000,RENT,0.0,PERSONAL,C,8000,,0,0.16,N,9
14754,23,114000,MORTGAGE,4.0,PERSONAL,B,10000,,0,0.09,N,2
8944,25,50000,RENT,6.0,VENTURE,A,8000,7.9,0,0.16,N,4
14294,25,30000,OWN,0.0,PERSONAL,A,3425,6.17,0,0.11,N,2
12360,22,74000,MORTGAGE,4.0,PERSONAL,D,15000,15.05,1,0.2,N,3
29406,42,54000,RENT,4.0,DEBTCONSOLIDATION,C,16000,12.87,1,0.3,Y,14
15648,26,90000,RENT,8.0,PERSONAL,D,15000,,0,0.17,Y,3
30270,36,50000,MORTGAGE,13.0,PERSONAL,C,12250,12.73,0,0.24,N,12
7545,21,53876,MORTGAGE,,PERSONAL,C,2700,14.72,0,0.05,N,4
8293,26,57000,MORTGAGE,4.0,EDUCATION,C,12000,13.49,0,0.21,Y,2
28376,27,40000,RENT,11.0,MEDICAL,A,20000,6.91,1,0.5,N,5
14923,23,108000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,10000,,1,0.09,Y,2
9320,25,61000,MORTGAGE,4.0,EDUCATION,A,7000,5.79,0,0.11,N,4
6161,24,24000,RENT,,MEDICAL,C,6000,12.99,0,0.25,Y,4
16643,25,39000,RENT,6.0,EDUCATION,D,16000,15.65,1,0.41,N,2
1626,25,50500,RENT,0.0,MEDICAL,B,1500,11.89,0,0.03,N,3
12056,25,79000,OWN,3.0,VENTURE,A,14000,6.92,0,0.18,N,2
24259,27,70200,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6000,7.29,0,0.09,N,5
17643,23,54000,RENT,7.0,EDUCATION,B,1500,9.62,0,0.03,N,4
21960,32,12000,RENT,2.0,DEBTCONSOLIDATION,B,6075,12.42,1,0.51,N,8
4654,23,65000,RENT,0.0,VENTURE,A,9975,7.51,0,0.15,N,2
27847,31,294000,MORTGAGE,7.0,VENTURE,A,12000,8.94,0,0.04,N,6
6384,24,37000,RENT,1.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.16,N,2
9151,24,13000,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,1,0.38,N,2
17046,21,55600,RENT,2.0,PERSONAL,A,6000,,0,0.11,N,3
2492,22,16320,RENT,0.0,HOMEIMPROVEMENT,C,3000,13.92,1,0.18,Y,4
32075,43,400000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,28000,9.91,0,0.07,N,11
25541,29,86000,MORTGAGE,5.0,PERSONAL,C,14000,14.27,0,0.16,N,9
29372,43,62900,RENT,22.0,MEDICAL,D,18000,17.27,1,0.24,Y,14
24422,28,72000,MORTGAGE,12.0,VENTURE,A,15000,8.94,0,0.21,N,9
4198,25,30996,RENT,9.0,VENTURE,A,4500,6.92,0,0.15,N,3
11895,25,77004,MORTGAGE,9.0,PERSONAL,B,15000,9.63,0,0.19,N,2
11433,23,54000,RENT,1.0,EDUCATION,D,10000,13.67,1,0.19,Y,3
14697,26,39996,RENT,10.0,MEDICAL,C,15000,13.06,1,0.38,Y,3
22028,28,61350,RENT,12.0,DEBTCONSOLIDATION,C,7000,12.98,1,0.11,Y,8
9861,24,65000,MORTGAGE,3.0,EDUCATION,A,6000,6.03,0,0.09,N,3
16695,23,43949,RENT,7.0,MEDICAL,B,3000,11.49,0,0.07,N,2
8938,24,50000,RENT,3.0,MEDICAL,B,8000,12.42,0,0.16,N,2
7895,23,55000,MORTGAGE,7.0,EDUCATION,A,15000,,0,0.27,N,4
23098,30,52000,RENT,4.0,DEBTCONSOLIDATION,B,8000,11.11,0,0.15,N,8
2815,23,55000,RENT,2.0,EDUCATION,A,3000,6.99,0,0.05,N,2
1474,22,29004,RENT,0.0,HOMEIMPROVEMENT,D,1200,15.7,1,0.04,Y,4
5155,24,44000,OWN,8.0,VENTURE,A,14500,7.29,0,0.33,N,2
9313,23,61000,MORTGAGE,,PERSONAL,A,10000,6.99,0,0.16,N,2
24989,27,30000,RENT,6.0,VENTURE,B,11500,10.36,1,0.38,N,7
12240,25,80000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,12000,10.0,0,0.15,N,4
19547,29,34500,MORTGAGE,4.0,MEDICAL,D,4500,14.42,1,0.13,N,7
12735,22,85000,MORTGAGE,,VENTURE,A,15000,6.03,0,0.18,N,2
15790,23,89100,RENT,7.0,PERSONAL,C,16000,13.92,0,0.18,Y,4
15954,21,7200,RENT,0.0,VENTURE,C,2500,13.11,1,0.35,N,3
19790,27,65000,RENT,9.0,VENTURE,A,3500,7.37,0,0.05,N,9
11755,24,80004,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.9,0,0.12,N,4
6471,25,42000,RENT,1.0,MEDICAL,B,6000,,0,0.14,N,4
24188,30,70000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,10000,10.75,0,0.14,N,6
20222,30,48000,RENT,7.0,PERSONAL,A,4000,,0,0.08,N,5
29033,29,25000,OWN,5.0,VENTURE,C,10000,13.49,0,0.4,Y,6
9342,24,61193,MORTGAGE,5.0,EDUCATION,A,6400,8.59,0,0.1,N,3
24210,35,70000,OWN,6.0,VENTURE,B,17000,9.88,0,0.24,N,6
31652,41,43439,RENT,,MEDICAL,C,15000,12.73,1,0.35,N,15
3165,21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,N,2
5439,23,56016,RENT,4.0,EDUCATION,E,5000,15.13,0,0.09,N,3
24197,28,70000,MORTGAGE,12.0,PERSONAL,A,3000,6.39,0,0.04,N,8
4054,21,70000,RENT,5.0,EDUCATION,A,4000,7.9,0,0.06,N,2
21851,27,65600,RENT,3.0,EDUCATION,D,6000,15.62,0,0.09,Y,9
17349,26,34000,RENT,3.0,PERSONAL,D,5500,16.89,0,0.16,Y,3
19402,31,34580,RENT,3.0,PERSONAL,B,3000,11.49,1,0.09,N,6
2621,23,43000,RENT,1.0,EDUCATION,A,3000,8.49,0,0.07,N,4
11749,24,80000,RENT,5.0,VENTURE,B,10000,11.14,0,0.13,N,4
6871,26,50000,MORTGAGE,10.0,MEDICAL,C,13000,11.97,0,0.26,Y,3
20955,29,46296,RENT,14.0,EDUCATION,D,8800,14.42,0,0.19,N,7
4557,23,96000,RENT,7.0,PERSONAL,B,10000,10.65,0,0.1,N,3
3932,24,43000,RENT,8.0,VENTURE,B,4000,12.69,0,0.09,N,2
1340,24,26000,MORTGAGE,8.0,MEDICAL,A,7000,7.74,0,0.27,N,2
20058,28,20292,RENT,3.0,VENTURE,B,3900,12.53,0,0.19,N,9
1405,21,45000,RENT,5.0,VENTURE,A,1000,7.49,0,0.02,N,3
4096,26,131000,RENT,10.0,HOMEIMPROVEMENT,C,4000,12.84,0,0.03,Y,3
6117,22,48000,MORTGAGE,0.0,MEDICAL,A,3500,6.54,0,0.07,N,3
10803,22,42000,RENT,1.0,EDUCATION,C,10000,13.49,0,0.24,Y,4
19824,29,35000,RENT,2.0,EDUCATION,A,3600,8.94,0,0.1,N,10
29995,41,45600,RENT,18.0,MEDICAL,A,5000,6.17,0,0.11,N,14
30200,38,49000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7250,11.99,0,0.15,N,11
15429,23,135000,OWN,7.0,VENTURE,A,16000,6.91,0,0.12,N,3
27010,27,120000,MORTGAGE,11.0,PERSONAL,C,8000,12.61,0,0.07,N,9
13876,23,97000,MORTGAGE,8.0,PERSONAL,E,4000,16.32,0,0.04,Y,3
9902,23,65000,MORTGAGE,5.0,EDUCATION,B,4000,11.49,0,0.06,N,4
18805,33,30000,RENT,3.0,MEDICAL,A,1200,6.76,0,0.04,N,10
5677,25,45996,OWN,0.0,HOMEIMPROVEMENT,A,3850,,0,0.08,N,2
1218,23,25000,MORTGAGE,0.0,PERSONAL,C,4750,13.57,0,0.19,N,2
21180,32,45489,MORTGAGE,13.0,PERSONAL,C,18250,12.73,0,0.4,Y,5
2187,24,57000,RENT,0.0,PERSONAL,A,13500,6.92,0,0.24,N,2
30757,45,24600,RENT,8.0,EDUCATION,B,9000,10.65,1,0.37,N,14
14148,24,100000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,13000,11.48,0,0.13,N,4
9133,25,33600,RENT,5.0,PERSONAL,A,5075,5.79,0,0.15,N,2
20861,31,60000,RENT,3.0,MEDICAL,C,9000,13.06,0,0.15,N,7
17260,22,36000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.14,Y,4
13991,24,100000,MORTGAGE,1.0,EDUCATION,B,6600,9.91,0,0.07,N,2
14515,25,32400,RENT,1.0,EDUCATION,C,2000,14.35,1,0.06,N,2
18438,34,93600,RENT,15.0,EDUCATION,D,20000,15.31,0,0.21,N,5
21849,33,50000,OWN,2.0,PERSONAL,C,1200,14.26,0,0.02,N,6
10238,25,54000,RENT,5.0,HOMEIMPROVEMENT,D,9600,15.62,1,0.18,N,2
2470,22,32112,MORTGAGE,4.0,PERSONAL,C,15000,13.98,0,0.47,N,3
29618,38,49000,RENT,4.0,DEBTCONSOLIDATION,A,3000,7.51,0,0.06,N,13
30064,38,60000,RENT,3.0,EDUCATION,C,5000,14.79,0,0.08,Y,17
18623,29,153000,RENT,1.0,VENTURE,B,17600,8.7,0,0.12,N,8
19233,28,29000,RENT,6.0,EDUCATION,C,13000,14.26,1,0.45,Y,8
15952,24,7800,RENT,1.0,EDUCATION,B,1000,11.36,0,0.13,N,4
24018,27,35000,RENT,5.0,VENTURE,C,10000,13.48,0,0.29,N,10
28614,28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,1,0.34,N,10
2585,22,35000,RENT,0.0,EDUCATION,B,3000,,0,0.09,N,2
29752,40,29000,RENT,3.0,PERSONAL,A,10500,7.51,1,0.36,N,16
21047,29,28000,RENT,9.0,VENTURE,B,8400,11.48,0,0.3,N,6
17991,32,202000,MORTGAGE,7.0,PERSONAL,B,28000,10.59,0,0.14,N,7
29470,44,27000,RENT,5.0,EDUCATION,A,1700,6.99,0,0.06,N,15
17688,23,78000,RENT,7.0,MEDICAL,B,20000,,0,0.26,N,4
15229,23,125000,OTHER,4.0,VENTURE,A,7500,8.0,0,0.06,N,4
28279,30,45000,RENT,11.0,MEDICAL,C,5000,12.73,1,0.11,Y,8
24775,27,75288,MORTGAGE,12.0,MEDICAL,B,18050,10.0,0,0.24,N,10
22104,30,23000,RENT,3.0,PERSONAL,C,6500,14.72,0,0.28,N,10
30260,42,57996,RENT,26.0,VENTURE,A,6000,8.59,0,0.1,N,12
7510,25,53000,RENT,1.0,PERSONAL,B,6475,10.59,0,0.12,N,4
11195,22,72000,MORTGAGE,6.0,EDUCATION,E,8000,16.45,0,0.11,N,4
16356,25,70000,RENT,2.0,HOMEIMPROVEMENT,C,7000,13.79,0,0.1,Y,2
1841,25,97440,RENT,9.0,EDUCATION,A,15000,7.49,0,0.15,N,4
20869,29,62000,RENT,13.0,EDUCATION,C,9000,,0,0.15,N,9
18921,30,31200,RENT,4.0,MEDICAL,A,1900,5.79,0,0.06,N,10
16971,23,54586,RENT,5.0,EDUCATION,B,19000,11.14,1,0.35,N,4
10057,24,65000,MORTGAGE,8.0,PERSONAL,A,2500,6.39,0,0.04,N,3
17169,24,70000,MORTGAGE,2.0,MEDICAL,B,8950,11.89,0,0.13,N,2
32522,70,48000,RENT,0.0,MEDICAL,A,15000,6.99,1,0.31,N,24
22826,27,58075,MORTGAGE,6.0,MEDICAL,A,4000,5.99,0,0.07,N,6
25762,27,36500,RENT,4.0,EDUCATION,B,12500,10.25,1,0.34,N,8
14428,26,30000,RENT,5.0,DEBTCONSOLIDATION,C,15000,12.84,1,0.5,N,3
3111,21,29400,MORTGAGE,0.0,MEDICAL,B,12000,11.83,1,0.41,N,4
9424,25,62000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,3000,12.99,0,0.05,N,2
24010,27,35000,RENT,11.0,VENTURE,A,10000,8.49,0,0.29,N,6
30996,37,72000,MORTGAGE,9.0,EDUCATION,C,1600,13.92,0,0.02,Y,16
26993,33,120000,MORTGAGE,3.0,MEDICAL,A,14000,7.29,0,0.12,N,8
10029,24,28800,RENT,3.0,DEBTCONSOLIDATION,C,9250,13.57,1,0.32,N,3
26429,27,101004,MORTGAGE,3.0,MEDICAL,B,12000,,0,0.12,N,9
30937,39,45500,RENT,4.0,PERSONAL,D,10000,16.29,0,0.22,N,15
23334,27,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0,0.24,N,8
15727,23,159996,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,5.42,0,0.08,N,4
17915,30,267000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.36,0,0.09,N,9
15762,24,79500,RENT,8.0,HOMEIMPROVEMENT,B,16000,11.14,0,0.2,N,4
18140,35,110000,RENT,9.0,DEBTCONSOLIDATION,C,25000,13.49,0,0.23,N,8
4705,24,42000,MORTGAGE,9.0,PERSONAL,A,11000,5.42,0,0.26,N,4
764,25,74004,RENT,2.0,PERSONAL,E,20000,15.95,1,0.27,Y,4
14095,22,100000,MORTGAGE,7.0,EDUCATION,A,20000,6.91,0,0.2,N,4
7944,25,52000,RENT,2.0,HOMEIMPROVEMENT,B,7000,10.59,0,0.13,N,2
20976,32,44004,RENT,2.0,DEBTCONSOLIDATION,F,5000,18.25,1,0.11,N,5
29017,35,50000,RENT,4.0,PERSONAL,B,7000,11.49,0,0.14,N,9
1696,24,28800,MORTGAGE,1.0,PERSONAL,B,3500,9.99,0,0.12,N,4
16593,23,90000,RENT,4.0,DEBTCONSOLIDATION,C,13000,12.73,0,0.14,N,2
26285,28,100000,MORTGAGE,0.0,VENTURE,C,18000,13.99,0,0.18,Y,6
1083,24,70000,RENT,1.0,HOMEIMPROVEMENT,B,17600,10.62,0,0.25,N,2
20888,31,70000,RENT,0.0,VENTURE,B,9000,10.0,0,0.13,N,5
9466,21,56000,MORTGAGE,5.0,EDUCATION,B,18000,10.25,1,0.32,N,2
5783,26,83004,RENT,7.0,EDUCATION,A,5450,7.9,0,0.07,N,4
23210,31,60000,OTHER,2.0,HOMEIMPROVEMENT,B,15000,11.26,0,0.25,N,6
32421,57,53000,MORTGAGE,1.0,PERSONAL,C,5800,13.16,0,0.11,Y,30
12220,24,74000,OWN,8.0,DEBTCONSOLIDATION,G,35000,20.11,1,0.47,N,3
16025,24,10000,RENT,8.0,PERSONAL,A,3000,7.9,1,0.3,N,3
7275,21,21000,RENT,6.0,EDUCATION,B,6500,11.89,1,0.31,N,4
5761,23,35000,RENT,5.0,MEDICAL,C,5400,12.84,0,0.15,N,4
16203,25,60000,RENT,1.0,EDUCATION,A,10000,,0,0.17,N,4
29389,40,95000,RENT,0.0,PERSONAL,B,17000,10.0,0,0.18,N,15
24958,29,42000,RENT,1.0,MEDICAL,B,11300,9.99,0,0.27,N,5
4364,22,21600,RENT,0.0,MEDICAL,C,4800,13.49,0,0.22,N,3
4779,21,32000,RENT,3.0,EDUCATION,A,5000,7.68,0,0.16,N,4
22665,27,57000,OWN,11.0,EDUCATION,A,15000,6.03,0,0.26,N,6
14352,25,105000,MORTGAGE,9.0,VENTURE,C,4800,15.23,0,0.05,Y,2
28801,29,74000,RENT,3.0,EDUCATION,C,16000,13.11,1,0.22,Y,6
58,25,128000,RENT,9.0,PERSONAL,A,30000,7.29,0,0.23,N,4
26673,27,110000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,,0,0.14,N,10
9471,25,62000,OWN,7.0,VENTURE,C,3500,13.57,0,0.06,N,4
1738,24,14400,RENT,1.0,EDUCATION,C,1875,13.49,0,0.13,Y,2
14908,22,120000,MORTGAGE,,EDUCATION,A,6000,8.9,0,0.05,N,3
8350,23,57000,RENT,8.0,EDUCATION,C,7500,11.97,0,0.13,N,4
26703,29,110000,MORTGAGE,1.0,EDUCATION,E,12800,16.82,0,0.12,N,6
7863,22,55000,OWN,6.0,MEDICAL,B,4800,11.99,0,0.09,N,2
25996,32,95000,MORTGAGE,16.0,PERSONAL,B,20000,10.65,0,0.21,N,5
9688,23,61000,RENT,2.0,PERSONAL,D,8400,14.84,1,0.14,N,2
16517,22,45000,RENT,0.0,EDUCATION,C,4000,,0,0.09,Y,3
15795,26,175000,MORTGAGE,0.0,PERSONAL,C,15000,,0,0.09,N,3
31478,38,98000,MORTGAGE,7.0,MEDICAL,B,12000,10.37,0,0.12,N,17
17843,34,89000,RENT,3.0,HOMEIMPROVEMENT,D,35000,18.25,1,0.39,N,8
31041,38,75000,MORTGAGE,19.0,VENTURE,A,9100,6.03,0,0.12,N,13
19532,27,55000,RENT,4.0,PERSONAL,C,12000,,0,0.22,N,6
20038,35,62217,RENT,15.0,EDUCATION,A,3700,,0,0.06,N,8
18010,28,63000,RENT,4.0,MEDICAL,B,25000,11.36,1,0.4,N,8
11719,26,78513,RENT,1.0,MEDICAL,A,10000,8.94,0,0.13,N,4
18488,29,140000,RENT,5.0,DEBTCONSOLIDATION,C,20000,13.49,0,0.14,Y,8
9525,24,116664,RENT,8.0,VENTURE,D,8000,16.49,0,0.07,N,3
28307,29,127000,MORTGAGE,1.0,MEDICAL,B,24250,11.36,0,0.19,N,10
20801,35,44908,RENT,6.0,EDUCATION,A,5000,6.92,0,0.11,N,7
10473,23,68000,MORTGAGE,3.0,VENTURE,B,9750,10.37,0,0.14,N,3
22373,30,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,16000,,0,0.29,N,6
18180,31,139016,RENT,5.0,VENTURE,D,25000,15.37,1,0.18,Y,8
1563,26,27983,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.88,0,0.21,N,3
16633,23,45000,RENT,4.0,EDUCATION,C,4800,13.98,0,0.11,N,3
27475,27,129996,MORTGAGE,2.0,VENTURE,D,12800,14.84,1,0.1,Y,7
9508,23,56004,MORTGAGE,7.0,PERSONAL,B,15000,11.26,1,0.27,N,2
12403,24,36000,RENT,2.0,PERSONAL,B,12000,9.91,1,0.33,N,3
19088,29,14400,RENT,4.0,DEBTCONSOLIDATION,A,2200,5.99,0,0.15,N,10
18991,27,132000,RENT,2.0,HOMEIMPROVEMENT,B,15000,11.12,0,0.11,N,5
31265,40,84000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,17925,14.26,0,0.21,N,16
32285,38,12000,OWN,,EDUCATION,A,4800,7.29,1,0.4,N,12
2860,24,35000,OWN,1.0,HOMEIMPROVEMENT,D,7000,16.29,0,0.2,Y,4
14847,24,26400,OWN,4.0,VENTURE,A,9600,7.49,0,0.36,N,2
22605,29,56000,MORTGAGE,4.0,EDUCATION,D,18000,14.61,0,0.32,Y,9
1616,24,39000,RENT,3.0,EDUCATION,A,1500,8.49,1,0.04,N,3
18781,30,26400,MORTGAGE,4.0,MEDICAL,A,5000,7.14,0,0.19,N,6
10170,25,34000,RENT,7.0,PERSONAL,D,9600,14.54,1,0.28,N,2
25052,27,26237,RENT,0.0,VENTURE,C,12000,13.22,1,0.46,N,5
4229,24,40000,RENT,8.0,MEDICAL,C,4500,12.84,0,0.11,N,3
3397,23,30000,MORTGAGE,7.0,MEDICAL,C,10000,13.79,1,0.33,N,2
15497,23,140000,MORTGAGE,0.0,EDUCATION,A,3500,5.79,0,0.03,N,3
15797,24,90000,RENT,7.0,EDUCATION,B,16000,12.18,0,0.18,N,2
25950,30,93000,MORTGAGE,14.0,MEDICAL,B,22500,11.83,0,0.24,N,9
10252,26,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7000,9.63,0,0.11,N,2
17370,22,61200,MORTGAGE,6.0,MEDICAL,E,16000,16.45,1,0.22,N,4
3654,24,32000,RENT,2.0,EDUCATION,C,3850,12.68,0,0.12,Y,4
30787,49,50000,RENT,4.0,DEBTCONSOLIDATION,B,9200,,0,0.18,N,16
30668,46,60000,MORTGAGE,1.0,EDUCATION,C,5000,11.72,0,0.08,N,16
10345,23,21000,RENT,3.0,MEDICAL,C,10000,13.16,1,0.48,Y,4
4642,25,153000,RENT,9.0,DEBTCONSOLIDATION,D,10000,14.96,1,0.07,Y,4
10916,23,70000,MORTGAGE,1.0,VENTURE,B,10000,10.99,0,0.14,N,4
30280,38,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,3000,,0,0.06,N,17
12747,24,85000,MORTGAGE,8.0,MEDICAL,B,25600,12.69,0,0.3,N,4
24399,30,50000,RENT,3.0,PERSONAL,C,10000,13.22,0,0.2,N,7
22506,30,41000,RENT,0.0,PERSONAL,A,7200,7.49,0,0.18,N,5
22561,33,55920,MORTGAGE,9.0,EDUCATION,A,22000,7.88,0,0.39,N,6
28363,27,19498,RENT,3.0,HOMEIMPROVEMENT,A,9575,6.62,1,0.49,N,5
30544,37,52700,RENT,1.0,VENTURE,C,7700,,0,0.15,N,13
29150,38,12000,OWN,,DEBTCONSOLIDATION,A,4800,7.29,1,0.4,N,12
17632,22,89000,MORTGAGE,6.0,VENTURE,C,16000,13.22,0,0.18,N,2
15406,24,103044,MORTGAGE,8.0,MEDICAL,D,11600,15.05,1,0.1,Y,2
30373,36,52660,MORTGAGE,2.0,HOMEIMPROVEMENT,C,15000,13.16,0,0.28,Y,13
11455,24,75000,MORTGAGE,3.0,VENTURE,C,15600,,0,0.21,N,4
3760,21,27000,RENT,5.0,MEDICAL,D,4000,15.58,1,0.15,Y,2
15835,26,190000,OWN,10.0,PERSONAL,B,25000,9.25,0,0.13,N,2
28255,27,91800,MORTGAGE,5.0,MEDICAL,D,25000,15.95,1,0.23,N,9
21744,31,53088,RENT,0.0,PERSONAL,A,6000,6.54,0,0.11,N,9
27952,29,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,4700,7.14,0,0.04,N,9
27600,34,150000,MORTGAGE,14.0,VENTURE,E,25000,16.7,0,0.17,Y,6
3966,23,39800,MORTGAGE,5.0,MEDICAL,B,9750,10.99,0,0.24,N,3
30171,42,48000,MORTGAGE,26.0,MEDICAL,A,6500,7.29,0,0.14,N,11
11935,24,78000,OWN,6.0,HOMEIMPROVEMENT,B,4500,12.69,0,0.06,N,3
20159,32,34200,RENT,0.0,VENTURE,C,4000,13.48,0,0.12,Y,9
20197,33,40000,RENT,4.0,VENTURE,B,4000,,0,0.1,N,7
16297,25,90000,RENT,9.0,EDUCATION,B,10000,12.42,0,0.11,N,4
17570,21,12000,RENT,0.0,PERSONAL,C,2200,,1,0.18,N,4
13159,26,89018,MORTGAGE,7.0,EDUCATION,C,5800,11.97,0,0.07,Y,2
5329,22,45000,MORTGAGE,2.0,EDUCATION,D,8000,16.49,0,0.18,N,2
16084,22,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,21000,8.88,0,0.3,N,3
8925,24,48000,RENT,,DEBTCONSOLIDATION,A,8000,7.51,0,0.17,N,4
8097,21,61490,RENT,5.0,EDUCATION,B,7200,10.99,0,0.12,N,3
15516,25,128000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,11.58,1,0.08,N,2
21405,30,48000,MORTGAGE,13.0,VENTURE,A,10950,,0,0.23,N,9
15755,23,165000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.03,N,3
24480,27,73000,MORTGAGE,11.0,PERSONAL,A,10000,5.79,0,0.14,N,8
22390,28,42000,RENT,0.0,VENTURE,B,7000,11.11,0,0.17,N,6
12714,23,66000,RENT,2.0,VENTURE,A,12000,,0,0.18,N,4
19035,28,54000,RENT,1.0,MEDICAL,D,2000,14.42,1,0.04,N,7
6207,23,48000,OWN,0.0,VENTURE,E,15750,16.35,0,0.33,N,3
28066,34,63504,RENT,0.0,MEDICAL,B,3500,10.0,0,0.06,N,6
5352,26,42000,RENT,0.0,MEDICAL,B,8500,11.14,0,0.2,N,4
28362,31,80000,RENT,6.0,VENTURE,A,10000,,0,0.13,N,9
13000,25,85000,RENT,1.0,EDUCATION,A,12000,,0,0.14,N,2
22184,31,53000,MORTGAGE,2.0,MEDICAL,B,7200,10.37,0,0.14,N,8
26998,32,50880,RENT,6.0,PERSONAL,F,15000,20.25,0,0.29,Y,5
15938,23,9000,OWN,4.0,HOMEIMPROVEMENT,C,2000,13.35,1,0.22,N,2
30574,45,32000,RENT,0.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.25,N,12
20586,28,41700,MORTGAGE,7.0,VENTURE,B,7750,12.21,0,0.19,N,9
7666,21,48000,MORTGAGE,1.0,EDUCATION,B,3500,10.25,1,0.07,N,3
21003,28,45000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.18,N,8
7276,22,52000,MORTGAGE,2.0,MEDICAL,B,18000,9.88,0,0.35,N,4
5618,23,45378,MORTGAGE,7.0,PERSONAL,A,6000,5.79,0,0.13,N,2
9507,21,99996,RENT,5.0,VENTURE,A,8000,7.14,0,0.08,N,4
